,model,details,mileage,Bluetooth,Backup Camera,Infotainment,Screen,Navigation,Hands Free Calling,Heated Seats,Power Seat Controls,Rear Air Vents,Bed Liner,Tow Hitch,4-Cyl,3-Cyl,V6,V8,6-Cyl,city_mpg,highway_mpg,price,year,make
6364,Hardtop,Cooper S,54400,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26,35,17990,2013,MINI
6365,Edge,Limited,74964,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,18,25,20990,2013,Ford
6366,Eos,Sport,33275,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,22,30,22990,2013,Volkswagen
6367,Genesis Coupe,2.0T,61939,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,27,18990,2013,Hyundai
6368,3 Series,328i xDrive,54620,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,22,33,19990,2013,BMW
6369,Edge,SEL,76251,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,19590,2013,Ford
6370,Fit,Sport,46111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,35,16590,2013,Honda
6371,Fusion,Titanium,68744,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,22,33,18590,2013,Ford
6372,G,G37x,45545,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,18,25,21990,2013,INFINITI
6373,Malibu,LT,50552,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,22,34,16990,2013,Chevrolet
6374,Corolla,LE,45062,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,34,17590,2013,Toyota
6375,Focus,Titanium,31975,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,27,38,18590,2013,Ford
6376,Civic,LX,21222,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,19990,2013,Honda
6377,ES,ES 350,94960,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,21,31,21990,2013,Lexus
6378,MAZDA3,i Grand Touring,45254,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,28,40,18990,2013,Mazda
6379,Fusion,SE Hybrid,83221,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,44,41,16990,2013,Ford
6380,Elantra,GT,69279,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,27,37,16590,2013,Hyundai
6381,MX-5 Miata,Club,57247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,28,21990,2013,Mazda
6382,Jetta,2.5L SE,75261,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,24,31,15990,2013,Volkswagen
6383,MX-5 Miata,Grand Touring,20974,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,21,28,24990,2013,Mazda
6384,Fit,Sport,46518,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,33,17990,2013,Honda
6385,Accord,LX,42864,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,19990,2013,Honda
6386,Corolla,L,82120,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,26,34,15990,2013,Toyota
6387,Pathfinder,SV,42014,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,20,26,20990,2013,Nissan
6388,Civic,LX,58704,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,17590,2013,Honda
6389,Fit,base,66727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,33,15990,2013,Honda
6390,Sonata,SE,98570,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,24,35,15990,2013,Hyundai
6391,LaCrosse,Leather,34197,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,17,27,18990,2013,Buick
6392,Avenger,SE V6,35288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,29,16990,2013,Dodge
6393,Malibu,LT,33619,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,22,34,18990,2013,Chevrolet
6394,Civic,EX,73172,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,17590,2013,Honda
6395,Hardtop,Cooper,35771,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,18590,2013,MINI
6396,tC,Hatchback,81534,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,23,31,15990,2013,Scion
6397,Elantra,Limited,51270,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,28,38,17990,2013,Hyundai
6398,5 Series,535i,58482,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,20,30,22990,2013,BMW
6399,ILX,2.0L,46254,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,35,20990,2013,Acura
6400,MAZDA3,i Touring,49125,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,40,16590,2013,Mazda
6401,Explorer,Limited,72815,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,20,28,23990,2013,Ford
6402,Elantra,GT,26044,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,26,37,16590,2013,Hyundai
6403,Elantra,GT,55936,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,27,37,16990,2013,Hyundai
6404,A4,Premium Plus,60935,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,24,31,19990,2013,Audi
6405,Civic,LX,58308,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,39,17590,2013,Honda
6406,Fiesta,SE,63370,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29,39,13590,2013,Ford
6407,Rogue,S,24086,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22,27,20990,2013,Nissan
6408,Corolla,LE,38783,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,34,17990,2013,Toyota
6409,200,S,60807,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,19,29,17990,2013,Chrysler
6410,Beetle,2.5L,45700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,27,23590,2013,Volkswagen
6411,E-Class,E 350,82684,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,20,30,19990,2013,Mercedes-Benz
6412,Countryman,Cooper S ALL4,94743,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,31,16990,2013,MINI
6413,RAV4,LE,60370,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,22,29,20990,2013,Toyota
6414,Civic,LX,87911,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,39,16590,2013,Honda
6415,Escape,SE,52001,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,23,33,17990,2013,Ford
6416,Rogue,S,64437,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,22,27,18590,2013,Nissan
6417,Edge,SEL,53326,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,20990,2013,Ford
6418,G,G37x,32802,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,18,25,23990,2013,INFINITI
6419,ILX,2.4L,81588,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,22,31,17990,2013,Acura
6420,C30,T5 Premier Plus,40722,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,21,30,21990,2013,Volvo
6421,Sonata,GLS,39129,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,24,35,19590,2013,Hyundai
6422,TSX,base,50429,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,19,28,21990,2013,Acura
6423,Fusion,SE,44105,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,23,36,18590,2013,Ford
6424,Fusion,SE Hybrid,56019,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,44,41,18990,2013,Ford
6425,Altima,3.5 SV,57663,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,22,31,17990,2013,Nissan
6426,Equinox,LT,32603,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,22,32,20990,2013,Chevrolet
6427,C-MAX Hybrid,SE,38863,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,42,37,17990,2013,Ford
6428,Edge,SE,47062,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,19,27,19990,2013,Ford
6429,Fusion,SE,70443,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,23,36,16590,2013,Ford
6430,Accord,LX,97681,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,17590,2013,Honda
6431,Jetta,2.5L SE,41412,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,24,31,16990,2013,Volkswagen
6432,3 Series,328i xDrive,84405,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,22,33,17990,2013,BMW
6433,Fusion,SE,68258,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,23,36,17990,2013,Ford
6434,ES,ES 350,60023,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,21,31,23590,2013,Lexus
6435,Beetle,2.5L,28172,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,21,27,24590,2013,Volkswagen
6436,Malibu,LT,72197,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,22,34,16590,2013,Chevrolet
6437,Prius c,Two,71130,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,53,46,16990,2013,Toyota
6438,Beetle,2.5L,40724,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21,27,21990,2013,Volkswagen
6439,Malibu,LTZ,23456,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,22,34,19590,2013,Chevrolet
6440,RX,RX 350 F Sport,89031,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,26,24590,2013,Lexus
6441,Elantra,Limited,77661,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,28,38,16590,2013,Hyundai
6442,Camry,LE,54019,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,25,35,18990,2013,Toyota
6443,Escape,Titanium,74626,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,21,28,18990,2013,Ford
6444,A6,2.0T Premium Plus,82013,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,20,30,20990,2013,Audi
6445,3 Series,335i,88299,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,23,33,22990,2013,BMW
6446,Escape,Titanium,93406,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,22,30,17990,2013,Ford
6447,Altima,2.5 SV,66807,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,38,16990,2013,Nissan
6448,CR-V,EX,75705,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,30,19990,2013,Honda
6449,Highlander,SE,97379,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,18,24,21990,2013,Toyota
6450,Civic,LX,50878,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,39,17590,2013,Honda
6451,MKX,base,81752,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,17,23,20990,2013,Lincoln
6452,Sonata,Limited,87510,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,24,35,16990,2013,Hyundai
6453,Rogue,SV,51288,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,22,27,18990,2013,Nissan
6454,Civic,EX,31473,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,20590,2013,Honda
6455,Outlander Sport,LE,63297,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,24,31,17990,2013,Mitsubishi
6456,Cruze,LT,88975,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,26,38,12990,2013,Chevrolet
6457,XV Crosstrek,Premium,54496,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,25,33,22590,2013,Subaru
6458,LEAF,S,50275,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12990,2013,Nissan
6459,Civic,EX,52206,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28,39,16990,2013,Honda
6460,Hardtop,John Cooper Works,62870,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,26,35,24990,2013,MINI
6461,Corolla,LE,60492,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,34,17990,2013,Toyota
6462,CR-V,EX-L,35232,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,22,30,23990,2013,Honda
6463,RAV4,XLE,85078,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,22,29,20590,2013,Toyota
6464,Camry,LE,44599,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,25,35,18990,2013,Toyota
6465,Fusion,SE,67968,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,23,36,17990,2013,Ford
6466,CR-V,EX,52209,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,22,30,21590,2013,Honda
6467,Volt,base,92412,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15990,2013,Chevrolet
6468,Mustang,V6,32818,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19,29,21590,2013,Ford
6469,Sportage,LX,63935,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,30,17990,2013,Kia
6470,Edge,SE,79677,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19,27,17990,2013,Ford
6471,MAZDA3,i Touring,84766,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,38,15990,2013,Mazda
6472,A5,2.0T Premium Plus,68590,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,20,30,23990,2013,Audi
6473,Civic,LX,58530,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,39,16990,2013,Honda
6474,Camry,SE,68946,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,25,35,17590,2013,Toyota
6475,MAZDA3,s Grand Touring,76338,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,20,28,16590,2013,Mazda
6476,Sonata,GLS,82105,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,35,15990,2013,Hyundai
6477,Camry,XLE,68052,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,25,35,18990,2013,Toyota
6478,Civic,EX-L,27475,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,28,39,20590,2013,Honda
6479,Focus ST,base,77654,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,23,32,19990,2013,Ford
6480,Civic,LX,76718,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,16990,2013,Honda
6481,LaCrosse,Premium I,33019,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,17,27,21990,2013,Buick
6482,Corolla,LE,28007,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,34,17590,2013,Toyota
6483,Elantra,GLS,87866,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,38,13990,2013,Hyundai
6484,Prius,Five,42650,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,51,48,21990,2013,Toyota
6485,Civic,EX,61084,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,17990,2013,Honda
6486,Fit,base,50305,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28,35,16990,2013,Honda
6487,Flex,SEL,89697,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,18,25,18590,2013,Ford
6488,Optima,SX,78883,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,22,34,18990,2013,Kia
6489,Veloster,RE:MIX,81880,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,37,15990,2013,Hyundai
6490,Civic,EX,69356,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,39,16990,2013,Honda
6491,Elantra,GLS,42529,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,28,38,15990,2013,Hyundai
6492,S80,3.2,83024,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,19,28,17990,2013,Volvo
6493,FR-S,base,48373,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,30,21990,2013,Scion
6494,Civic,LX,97595,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,39,15990,2013,Honda
6495,Cruze,LTZ,78423,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,38,15590,2013,Chevrolet
6496,Civic,EX,89959,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,28,39,16590,2013,Honda
6497,Accord,Sport,90246,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,36,17990,2013,Honda
6498,E-Class,E 350,80157,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,20,30,20990,2013,Mercedes-Benz
6499,Avalon,XLE,37979,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,21,31,22990,2013,Toyota
6500,XTS,Luxury Collection,53086,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,17,28,23990,2013,Cadillac
6501,Mustang,V6,57574,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19,29,20990,2013,Ford
6502,Impreza,2.0i Sport Premium,41346,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,33,18990,2013,Subaru
6503,Elantra,GLS,67871,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,28,38,15990,2013,Hyundai
6504,Mustang,V6 Premium,20245,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,19,31,24990,2013,Ford
6505,Elantra,Limited,64205,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,28,38,16990,2013,Hyundai
6506,TSX,base,56681,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,22,31,20990,2013,Acura
6507,Accord,Sport,89533,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,36,17990,2013,Honda
6508,XV Crosstrek,Limited,61345,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,25,33,20990,2013,Subaru
6509,Avalon,Limited,86036,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,21,31,20990,2013,Toyota
6510,Altima,2.5 SV,36156,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,38,18990,2013,Nissan
6511,Civic,LX,89884,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,15990,2013,Honda
6512,Accord,EX-L,45846,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,21,32,22990,2013,Honda
6513,RAV4,LE,82743,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,29,19990,2013,Toyota
6514,Focus,Titanium,10346,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,27,38,18990,2013,Ford
6515,Rogue,SV,87377,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,22,27,15990,2013,Nissan
6516,Fusion,SE,76219,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,22,33,16990,2013,Ford
6517,GLK-Class,GLK 350 4MATIC,54798,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,19,24,23990,2013,Mercedes-Benz
6518,Optima,EX,51616,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,24,35,18990,2013,Kia
6519,ILX,2.0L,50533,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,24,35,19990,2013,Acura
6520,Escape,SE,79754,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21,28,17590,2013,Ford
6521,Escape,SEL,81221,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,23,33,16990,2013,Ford
6522,Accord,EX-L,16045,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,23590,2013,Honda
6523,Mustang,V6 Premium,57547,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,19,30,21990,2013,Ford
6524,RX,RX 350,80998,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,18,24,24990,2013,Lexus
6525,500,Sport,36915,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,31,40,14990,2013,FIAT
6526,Malibu,LT,54196,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,22,34,17590,2013,Chevrolet
6527,Sonata,Hybrid,22441,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,36,40,18990,2013,Hyundai
6528,LaCrosse,Premium I,25100,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,17,27,20590,2013,Buick
6529,Prius,Two,72982,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,51,48,18590,2013,Toyota
6530,Altima,2.5 SL,99410,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,38,14990,2013,Nissan
6531,Camaro,LT,28140,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,19,30,24590,2013,Chevrolet
6532,Corolla,LE,99091,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,26,34,15590,2013,Toyota
6533,Hardtop,Cooper,51304,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,28,36,17590,2013,MINI
6534,RAV4,LE,63912,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,31,20990,2013,Toyota
6535,Civic,EX,90085,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,28,39,15990,2013,Honda
6536,A3,2.0T Premium,96996,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,21,28,15990,2013,Audi
6537,Fusion,Titanium,58606,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,22,33,18990,2013,Ford
6538,Elantra,GLS,42253,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,28,38,16590,2013,Hyundai
6539,Altima,2.5 SL,80132,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,27,38,16990,2013,Nissan
6540,Escape,Titanium,63930,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,21,28,19990,2013,Ford
6541,Traverse,LT,55622,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,16,23,21990,2013,Chevrolet
6542,Camaro,LS,82829,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19,30,18990,2013,Chevrolet
6543,Camaro,LS,42474,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,17,28,20990,2013,Chevrolet
6544,Santa Fe,GLS,100050,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,18,25,17990,2013,Hyundai
6545,LaCrosse,Leather,75617,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,17,27,17590,2013,Buick
6546,Highlander,SE,96216,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,18,24,21990,2013,Toyota
6547,Elantra,GLS,63890,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28,38,15990,2013,Hyundai
6548,E-Class,E 350,82502,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,19,28,24990,2013,Mercedes-Benz
6549,3 Series,328i,50482,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,23,33,21990,2013,BMW
6550,MX-5 Miata,Sport,9139,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,28,22590,2013,Mazda
6551,M,M37x,74462,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,17,24,22990,2013,INFINITI
6552,Escape,SEL,60262,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,22,30,18990,2013,Ford
6553,ATS,3.6L Luxury,47946,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,19,28,21990,2013,Cadillac
6554,CR-V,EX,96516,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,30,18990,2013,Honda
6555,Rogue,SV,41218,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,22,27,19990,2013,Nissan
6556,Malibu,LS,24556,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,22,34,18590,2013,Chevrolet
6557,Elantra,GLS,68200,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,28,38,15990,2013,Hyundai
6558,Fusion,SE,93964,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,22,34,15990,2013,Ford
6559,Civic,LX,92971,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,15990,2013,Honda
6560,Accord,LX,64195,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18990,2013,Honda
6561,Civic,LX,44871,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,18990,2013,Honda
6562,Sonata,GLS,58196,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,24,35,16990,2013,Hyundai
6563,RAV4,LE,95480,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,24,31,18590,2013,Toyota
6564,ES,ES 350,57821,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,21,31,24590,2013,Lexus
6565,Escape,S,45038,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,31,17990,2013,Ford
6566,Accord,Sport,58180,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,36,19990,2013,Honda
6567,Elantra,GLS,63763,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,38,15990,2013,Hyundai
6568,Mustang,V6,79291,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,19,30,17990,2013,Ford
6569,Edge,SEL,67376,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,18,25,20990,2013,Ford
6570,CR-V,EX,89922,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,30,18990,2013,Honda
6571,MKZ,base,33145,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,18,26,24590,2013,Lincoln
6572,Fit,base,34773,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,35,18590,2013,Honda
6573,Altima,2.5 SV,48393,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,38,17590,2013,Nissan
6574,Edge,SE,72594,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,27,17990,2013,Ford
6575,Accord,EX-L,71512,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,21,32,20990,2013,Honda
6576,RX,RX 350 F Sport,73422,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,18,26,24990,2013,Lexus
