,model,details,mileage,Bluetooth,Backup Camera,Infotainment,Screen,Navigation,Hands Free Calling,Heated Seats,Power Seat Controls,Rear Air Vents,Bed Liner,Tow Hitch,4-Cyl,3-Cyl,V6,V8,6-Cyl,city_mpg,highway_mpg,price,year,make
3196,Jetta,1.8T SE Sport,24471,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,24,33,22990,2018,Volkswagen
3197,Tucson,SE,18478,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,21,26,23990,2016,Hyundai
3198,Escape,SE,38594,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,23,32,19990,2016,Ford
3199,500 Abarth,base,65224,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,24,32,16990,2015,FIAT
3200,Corolla,LE,19507,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,23590,2020,Toyota
3201,Yaris iA,base,74600,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,32,40,17590,2017,Toyota
3202,Corolla,L,21616,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,36,21870,2018,Toyota
3203,Cruze,1LT,41187,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,38,17590,2015,Chevrolet
3204,Sentra,S,49580,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,37,17990,2019,Nissan
3205,Altima,2.5 SR,75248,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,27,39,18590,2017,Nissan
3206,500,Pop,37123,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,33,16990,2017,FIAT
3207,Corolla,LE,40371,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,38,18990,2015,Toyota
3208,Rio,S,5390,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,33,41,22590,2021,Kia
3209,Compass,All New Latitude,16908,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,22,31,24990,2017,Jeep
3210,Focus,SE,36314,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,24,34,17990,2018,Ford
3211,Camry,LE,66428,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,25,35,18990,2015,Toyota
3212,Escape,SE,20466,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,23,30,22990,2017,Ford
3213,Rogue,S,38454,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,25,32,22990,2018,Nissan
3214,Corolla,S,89768,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,34,13990,2010,Toyota
3215,TLX,2.4,80644,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,24,35,22990,2016,Acura
3216,HR-V,EX,72163,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21590,2016,Honda
3217,Camaro,LT,60556,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17,28,20990,2012,Chevrolet
3218,CX-5,Touring,44736,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,26,33,24777,2016,Mazda
3219,Passat,1.8T S,12346,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,23,34,21990,2017,Volkswagen
3220,Fusion,Titanium,53299,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,20,29,24288,2019,Ford
3221,Prius,Two,90146,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,51,48,18990,2015,Toyota
3222,Avalon,XLE Touring,52985,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,21,31,22990,2013,Toyota
3223,Q3,Premium Plus,73034,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,20,29,24990,2016,Audi
3224,3 Series,328i xDrive,72737,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,22,33,20990,2015,BMW
3225,Sonata,GLS,88093,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,24,35,15990,2013,Hyundai
3226,LaCrosse,Sport Touring,96306,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,18,28,19990,2016,Buick
3227,CX-5,Grand Touring,84436,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,26,33,22590,2016,Mazda
3228,Corolla,LE,48823,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,21590,2020,Toyota
3229,Santa Fe Sport,base,93532,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,27,18990,2017,Hyundai
3230,HR-V,LX,91039,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,32,19590,2016,Honda
3231,Camry,LE,19508,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,24,33,24590,2017,Toyota
3232,Elantra,Limited,33711,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,28,38,17590,2012,Hyundai
3233,Sentra,S,46308,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,27,37,16990,2017,Nissan
3234,Cruze Limited,1LT,17350,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,38,18590,2016,Chevrolet
3235,Elantra,SE,72163,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,38,16990,2016,Hyundai
3236,Versa,S,38976,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,32,40,18990,2020,Nissan
3237,Malibu,LT,54365,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,29,36,21749,2019,Chevrolet
3238,Sonata,GLS,85257,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,24,35,15990,2014,Hyundai
3239,Rogue Sport,SV,59894,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,25,32,22990,2018,Nissan
3240,Cruze,LS,42957,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,29,40,18990,2018,Chevrolet
3241,Equinox,LS,12388,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,22,32,21590,2014,Chevrolet
3242,Cherokee,Latitude,76420,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,22,31,19990,2016,Jeep
3243,3 Series,328i,81050,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20990,2016,BMW
3244,Focus,SE,57967,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,38,17590,2018,Ford
3245,Accent,SE,47769,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,37,15990,2013,Hyundai
3246,Patriot,Sport,33843,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,27,19990,2016,Jeep
3247,Grand Caravan Passenger,SE,48812,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17,25,24990,2019,Dodge
3248,Sonic,LT Hatchback,37476,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,35,16590,2015,Chevrolet
3249,A6,3.0T Quattro Premium,56651,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,19,28,22990,2012,Audi
3250,Fiesta,SE,66868,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,37,16990,2018,Ford
3251,Sentra,S,69479,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,37,17590,2017,Nissan
3252,Journey,SE,15450,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,19,25,24990,2019,Dodge
3253,Malibu,LT,65887,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,36,19759,2018,Chevrolet
3254,Escape,SE,33966,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,23,30,22590,2017,Ford
3255,Journey,SE,32059,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,19,25,24990,2019,Dodge
3256,RAV4,XLE,104298,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,29,20990,2015,Toyota
3257,C-MAX Hybrid,SE,46891,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,42,37,17590,2014,Ford
3258,Corolla,LE,14902,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,24990,2021,Toyota
3259,Optima,SX Turbo,34250,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,22,32,24990,2016,Kia
3260,C-HR,XLE,54512,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,27,31,23990,2018,Toyota
3261,Colorado Extended Cab,Work Truck 6 ft,38478,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,26,23989,2019,Chevrolet
3262,Encore,Preferred,34833,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,33,22990,2018,Buick
3263,Soul,base,31074,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26,31,18989,2019,Kia
3264,Escape,SE,60834,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,23,30,23590,2019,Ford
3265,MAZDA3,Touring,26691,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,27,36,23590,2018,Mazda
3266,Beetle,2.5L,31351,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,21,27,24590,2013,Volkswagen
3267,Spark,LS,17688,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,38,16990,2017,Chevrolet
3268,Fusion,Titanium,55355,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,20,29,23590,2018,Ford
3269,Patriot,High Altitude Edition,46350,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,20990,2016,Jeep
3270,EcoSport,SE,42702,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,27,29,20590,2018,Ford
3271,Sienna,L,88457,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,25,19990,2013,Toyota
3272,Venza,XLE,81020,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,19,26,22990,2014,Toyota
3273,tC,Hatchback,35316,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,23,31,21590,2014,Scion
3274,EcoSport,SE,39824,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,23,29,21990,2018,Ford
3275,Accord,SE,62637,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,23,34,17990,2012,Honda
3276,Fit,base,44085,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27,33,16590,2012,Honda
3277,Corolla,LE,35778,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,21990,2020,Toyota
3278,Kona,SEL,36026,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,26,29,22990,2018,Hyundai
3279,LEAF,S,44688,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16663,2017,Nissan
3280,Accent,SE,53310,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,36,16990,2017,Hyundai
3281,Versa,S,28443,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,16990,2019,Nissan
3282,MAZDA3,Touring,28253,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,27,36,23590,2018,Mazda
3283,Tucson,Eco,47040,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,26,33,21990,2016,Hyundai
3284,Camry,LE,74416,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,24,33,19590,2017,Toyota
3285,Rio,S,2340,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,33,41,20990,2020,Kia
3286,Equinox,LT,53723,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,22,32,19990,2015,Chevrolet
3287,MAZDA3,i Sport,87082,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,41,16990,2016,Mazda
3288,Sonic,LT Hatchback,68711,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,35,17590,2015,Chevrolet
3289,Trax,LS,7436,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,31,23990,2021,Chevrolet
3290,Renegade,Altitude,91941,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,21,29,21990,2018,Jeep
3291,Civic,LX,16846,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,24590,2019,Honda
3292,Soul,+,89916,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,24,31,16990,2016,Kia
3293,Escape,S,43139,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,21,29,20590,2017,Ford
3294,Civic,Sport,47080,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,23990,2019,Honda
3295,Accent,SE,51493,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,38,17590,2018,Hyundai
3296,Titan Crew Cab,SV 5 1/2 ft,90116,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,13,18,23537,2014,Nissan
3297,Jetta,1.4T SE,49126,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,40,22590,2019,Volkswagen
3298,Fiesta,ST,66840,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,35,17990,2015,Ford
3299,EcoSport,S,16309,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,27,29,21990,2020,Ford
3300,Civic,Si,54394,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,31,23990,2014,Honda
3301,Civic,EX-T,65102,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,31,42,21990,2016,Honda
3302,Trax,LS,37358,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,25,33,19990,2018,Chevrolet
3303,Edge,SEL,63512,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,20,29,22990,2018,Ford
3304,Convertible,Cooper S,42600,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,25,34,23990,2015,MINI
3305,Rio,S,11506,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,33,41,21590,2020,Kia
3306,Yaris Hatchback,LE,10447,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,32,40,22990,2020,Toyota
3307,Camaro,LS,26706,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17,28,23590,2014,Chevrolet
3308,Elantra,SE,35891,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,28,38,17990,2014,Hyundai
3309,Elantra,Value Edition,77087,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,28,37,18590,2018,Hyundai
3310,Malibu,LT,61727,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,29,36,20990,2019,Chevrolet
3311,Accord,SE,78053,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,23,34,17590,2012,Honda
3312,Corolla,LE,32834,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,23990,2021,Toyota
3313,200,Limited,39106,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,23,36,18990,2016,Chrysler
3314,Accent,SE,30545,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,38,17599,2019,Hyundai
3315,ES,ES 350,44207,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,19,27,20590,2010,Lexus
3316,Versa,S,11961,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,35,20590,2020,Nissan
3317,Civic,LX,43800,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,40,21590,2017,Honda
3318,Forte,LX,56954,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,37,17590,2018,Kia
3319,Accord,LX,66275,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,18990,2013,Honda
3320,Corolla,LE,31414,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,19990,2017,Toyota
3321,Outlander Sport,ES,46593,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,29,18990,2016,Mitsubishi
3322,Frontier Crew Cab,SV 5 ft,46374,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,16,22,24990,2014,Nissan
3323,Grand Caravan Passenger,GT,73741,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,17,25,23599,2019,Dodge
3324,RAV4,LE,75652,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,22,29,23990,2016,Toyota
3325,Verano,base,14985,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,21,32,20990,2016,Buick
3326,Corolla,SE,11881,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,22990,2018,Toyota
3327,A4,Premium Plus,83073,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,20,29,20590,2014,Audi
3328,Versa,S,14842,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,16990,2018,Nissan
3329,Elantra,GT,51905,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,24,34,17590,2014,Hyundai
3330,F150 SuperCrew Cab,Lariat 5 1/2 ft,75904,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,17,23,37590,2015,Ford
3331,Sorento,EX,67979,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,18,25,25990,2017,Kia
3332,Encore,Sport Touring,11957,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,25,33,23990,2016,Buick
3333,Camry,SE,45360,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,25,35,19590,2013,Toyota
3334,Fiesta,SE,48414,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,35,16500,2019,Ford
3335,Equinox,LT,51913,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,22,32,21990,2015,Chevrolet
3336,Altima,2.5 S,54889,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,28,39,22250,2020,Nissan
3337,IS,IS 250,53023,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,21,30,22990,2012,Lexus
3338,Civic,EX,76707,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,17990,2013,Honda
3339,Corolla,LE,54325,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,20050,2019,Toyota
3340,RX,RX 350,79942,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,18,25,27590,2015,Lexus
3341,ES,ES 350,72830,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,21,31,23990,2013,Lexus
3342,Grand Cherokee,Limited,29156,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,19,26,33590,2018,Jeep
3343,Encore,Essence,55877,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,26,31,22999,2019,Buick
3344,Malibu,LT,27704,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,36,23590,2018,Chevrolet
3345,Versa,S,7250,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,32,40,20990,2020,Nissan
3346,Fusion,SE,69031,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,22,34,17590,2014,Ford
3347,Optima,LX,66425,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,33,19299,2019,Kia
3348,Santa Fe,2.0T Limited,23677,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,19,24,34990,2019,Hyundai
3349,Quattroporte,S,32767,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,12,19,30590,2011,Maserati
3350,Versa,S,18487,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27,36,16990,2019,Nissan
3351,Pathfinder,SV,37417,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,20,27,27990,2019,Nissan
3352,4Runner,SR5,20622,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,17,21,41590,2019,Toyota
3353,K5,EX,14465,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,27,37,33590,2021,Kia
3354,Versa,SV,44218,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,32,40,19590,2020,Nissan
3355,Forte,LXS,31358,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,40,21990,2019,Kia
3356,Optima,LX,58158,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,33,20100,2019,Kia
3357,XC90,T6 Momentum,73925,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,20,27,38990,2018,Volvo
3358,Altima,2.5 S,70839,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,27,38,17990,2015,Nissan
3359,Avalon,XLE Touring,82120,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,21,31,21590,2014,Toyota
3360,Altima,2.5 SL,43196,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,27,38,20590,2015,Nissan
3361,Soul,+,74572,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,24,31,17590,2016,Kia
3362,Versa,S,12102,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,32,40,21990,2021,Nissan
3363,C-MAX Hybrid,SE,27298,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,42,37,18590,2013,Ford
3364,Regal Sportback,Preferred,46957,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,22,32,22590,2018,Buick
3365,C-Class,C 300,51511,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,25,34,28590,2016,Mercedes-Benz
3366,F150 SuperCrew Cab,XLT 5 1/2 ft,86548,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,19,26,29990,2015,Ford
3367,Soul,+,32383,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,30,22590,2019,Kia
3368,Fiesta,SE,52656,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,35,16990,2017,Ford
3369,Escape,SE,70770,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,20,27,18951,2017,Ford
3370,Soul,LX,48101,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,31,20590,2020,Kia
3371,Acadia,Denali,87339,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,15,22,25990,2016,GMC
3372,Corolla,LE,66115,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26,34,16590,2012,Toyota
3373,SRX,Luxury Collection,36163,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,17,24,27990,2015,Cadillac
3374,Yaris iA,base,104559,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,32,40,16990,2018,Toyota
3375,Giulia,Ti,11369,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,24,33,34590,2018,Alfa
3376,Fiesta,SE,60696,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,37,16990,2018,Ford
3377,Explorer,XLT,19411,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,17,24,34990,2018,Ford
3378,Santa Fe Sport,2.0T,68302,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,19,27,20990,2014,Hyundai
3379,GX,GX 460,20825,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,15,18,43990,2017,Lexus
3380,Escape,Titanium,30997,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,22,30,21990,2013,Ford
3381,Forte5,LX,79657,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,34,16990,2017,Kia
3382,Traverse,LT,54179,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,18,27,33990,2019,Chevrolet
3383,Forte,FE,23996,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,37,21990,2020,Kia
3384,Altima,2.5 S,40695,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,38,18990,2015,Nissan
3385,Forester,2.5i Limited,90078,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,24,32,20990,2016,Subaru
3386,Terrain,SLT,66098,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,26,30,26590,2019,GMC
3387,Fusion,SE,66920,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,23,36,16990,2013,Ford
3388,1500 Quad Cab,Big Horn 6 1/3 ft,74852,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,16,23,29590,2016,Ram
3389,Tacoma Double Cab,TRD Sport 6 ft,30488,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,19,24,36990,2017,Toyota
3390,3 Series,328i,41103,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,23,33,21990,2013,BMW
3391,Cherokee,Latitude,63763,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,21,30,21990,2017,Jeep
3392,Azera,base,60237,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,20,29,19990,2016,Hyundai
3393,Encore,Essence,53243,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,31,23299,2019,Buick
3394,Murano,SV,73633,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,21,28,22990,2015,Nissan
3395,Taurus,Limited,59570,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,18,26,22095,2019,Ford
3396,CTS,2.0 Luxury,63176,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,21,29,30590,2018,Cadillac
3397,Versa Note,SV,63394,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,40,14990,2016,Nissan
3398,MKC,Premiere,83219,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,21,28,23590,2018,Lincoln
3399,Optima,S,63112,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,24,34,22590,2018,Kia
3400,Corolla,SE,45673,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,20990,2017,Toyota
3401,Rogue,SV,48199,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,22,27,19590,2013,Nissan
3402,X3,xDrive30i,34415,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,22,29,37990,2018,BMW
3403,X5,sDrive35i,19906,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,18,25,45590,2018,BMW
3404,Terrain,SLE-1,53065,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,21,31,22590,2017,GMC
3405,Charger,SXT,41018,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,19,30,27590,2019,Dodge
3406,Sienna,SE,71301,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,18,25,29990,2015,Toyota
3407,Sonata,SE,67123,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,37,18590,2015,Hyundai
3408,Malibu,LT,53407,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,29,36,21708,2019,Chevrolet
3409,Escape,SEL,70556,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,22,28,22590,2019,Ford
3410,Cruze,LS,48927,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,27,40,18590,2018,Chevrolet
3411,Grand Caravan Passenger,SE,44886,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17,25,24990,2019,Dodge
3412,Blazer,2LT,64348,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,19,26,35449,2020,Chevrolet
3413,Equinox,LT,68087,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,23740,2019,Chevrolet
3414,Camaro,LT,24235,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,19,30,24990,2013,Chevrolet
3415,Corolla,LE,45377,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,19990,2018,Toyota
3416,Grand Caravan Passenger,GT,92141,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,17,25,22990,2018,Dodge
3417,Accord,Sport,31226,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,34,24990,2017,Honda
